Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island Region, 19-2012,Physicists,520,$127640,$128660,$78600,$152160
10,5,Long Island Region, 19-2021,Atmospheric and Space Scientists,n/a,$112130,$116040,$73730,$131340
10,5,Long Island Region, 19-2031,Chemists,1130,$75500,$68510,$45180,$90670
10,5,Long Island Region, 19-2032,Materials Scientists,140,$100260,$92610,$56350,$122220
10,5,Long Island Region, 19-2041,"Environmental Scientists and Specialists, Including Health",610,$68020,$63960,$40680,$81690
10,5,Long Island Region, 19-2042,"Geoscientists, Except Hydrologists and Geographers",100,$65850,$63390,$44680,$76440
10,5,Long Island Region, 19-2043,Hydrologists,n/a,$99540,$93600,$58720,$119950
10,5,Long Island Region, 19-2099,"Physical Scientists, All Other",n/a,$101610,$106350,$62050,$121390
10,5,Long Island Region, 19-3022,Survey Researchers,n/a,$61030,$56240,$42980,$70050
10,5,Long Island Region, 19-3031,"Clinical, Counseling, and School Psychologists",1450,$98030,$95770,$67410,$113340
10,5,Long Island Region, 19-3039,"Psychologists, All Other",n/a,$85660,$79460,$57200,$99890
10,5,Long Island Region, 19-3051,Urban and Regional Planners,n/a,$80160,$77530,$56900,$91780
10,5,Long Island Region, 19-3093,Historians,n/a,$46130,$38410,$29350,$54520
10,5,Long Island Region, 19-4021,Biological Technicians,280,$43180,$38990,$29010,$50260
10,5,Long Island Region, 19-4031,Chemical Technicians,400,$44560,$41770,$28650,$52510
10,5,Long Island Region, 19-4041,Geological and Petroleum Technicians,n/a,$50950,$44060,$35190,$58830
10,5,Long Island Region, 19-4061,Social Science Research Assistants,2050,$24390,$18700,$18330,$27420
10,5,Long Island Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",440,$48310,$46770,$34350,$55300
10,5,Long Island Region, 19-4099,"Life, Physical, and Social Science Technicians, All Other",340,$51870,$45850,$31560,$62020
10,5,Long Island Region, 21-0000,Community and Social Services Occupations,16270,$56550,$52240,$29920,$69860
10,5,Long Island Region, 21-1011,Substance Abuse and Behavioral Disorder Counselors,850,$50780,$45120,$33090,$59620
10,5,Long Island Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",2300,$80100,$81440,$40880,$99710
10,5,Long Island Region, 21-1013,Marriage and Family Therapists,100,$47350,$50300,$35640,$53200
10,5,Long Island Region, 21-1014,Mental Health Counselors,460,$44310,$41960,$32020,$50450
10,5,Long Island Region, 21-1015,Rehabilitation Counselors,830,$40550,$36380,$28200,$46730
10,5,Long Island Region, 21-1019,"Counselors, All Other",200,$41480,$37470,$33600,$45420
10,5,Long Island Region, 21-1021,"Child, Family, and School Social Workers",1840,$70920,$61630,$41350,$85710
10,5,Long Island Region, 21-1022,Healthcare Social Workers,1330,$61150,$60360,$43340,$70050
10,5,Long Island Region, 21-1023,Mental Health and Substance Abuse Social Workers,1510,$55380,$54340,$37880,$64130
10,5,Long Island Region, 21-1029,"Social Workers, All Other",1090,$68430,$68670,$52020,$76630
10,5,Long Island Region, 21-1091,Health Educators,400,$46160,$43140,$23440,$57530
10,5,Long Island Region, 21-1092,Probation Officers and Correctional Treatment Specialists,490,$76820,$76780,$62920,$83770
10,5,Long Island Region, 21-1093,Social and Human Service Assistants,2130,$36210,$34610,$22580,$43020
10,5,Long Island Region, 21-1094,Community Health Workers,220,$42340,$38280,$25300,$50850
10,5,Long Island Region, 21-1099,"Community and Social Service Specialists, All Other",570,$53880,$56630,$29410,$66110
10,5,Long Island Region, 21-2011,Clergy,1220,$46220,$45410,$19920,$59360
10,5,Long Island Region, 21-2021,"Directors, Religious Activities and Education",550,$38330,$31530,$19040,$47980
10,5,Long Island Region, 21-2099,"Religious Workers, All Other",170,$26420,$23580,$18250,$30510
10,5,Long Island Region, 23-0000,Legal Occupations,11180,$100380,$82290,$41940,$129610
10,5,Long Island Region, 23-1011,Lawyers,7250,$125070,$103950,$62540,$156340
10,5,Long Island Region, 23-1012,Judicial Law Clerks,n/a,$99430,$115680,$38100,$130100
10,5,Long Island Region, 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",100,$93630,$89570,$74450,$103220
10,5,Long Island Region, 23-1022,"Arbitrators, Mediators, and Conciliators",160,$66210,$58580,$51890,$73370
10,5,Long Island Region, 23-1023,"Judges, Magistrate Judges, and Magistrates",n/a,$135990,$139680,$115160,$146410
10,5,Long Island Region, 23-2011,Paralegals and Legal Assistants,2620,$50620,$45600,$34070,$58890
10,5,Long Island Region, 23-2093,"Title Examiners, Abstractors, and Searchers",510,$44950,$41180,$34570,$50140
10,5,Long Island Region, 25-0000,"Education, Training, and Library Occupations",101420,$67710,$59410,$27760,$87690
10,5,Long Island Region, 25-1011,"Business Teachers, Postsecondary",1120,$79680,$64840,$42280,$98380
10,5,Long Island Region, 25-1021,"Computer Science Teachers, Postsecondary",310,$79190,$69230,$39040,$99270
10,5,Long Island Region, 25-1022,"Mathematical Science Teachers, Postsecondary",510,$85660,$78800,$47900,$104550
10,5,Long Island Region, 25-1031,"Architecture Teachers, Postsecondary",n/a,$78220,$72430,$53800,$90430
10,5,Long Island Region, 25-1032,"Engineering Teachers, Postsecondary",770,$99880,$88130,$52520,$123560
10,5,Long Island Region, 25-1042,"Biological Science Teachers, Postsecondary",420,$93260,$79800,$50960,$114410
10,5,Long Island Region, 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",140,$89430,$77860,$52950,$107670
10,5,Long Island Region, 25-1052,"Chemistry Teachers, Postsecondary",280,$85840,$71950,$51950,$102790
10,5,Long Island Region, 25-1053,"Environmental Science Teachers, Postsecondary",n/a,$88740,$64280,$54220,$106010
10,5,Long Island Region, 25-1054,"Physics Teachers, Postsecondary",250,$105800,$93090,$56350,$130530
10,5,Long Island Region, 25-1061,"Anthropology and Archeology Teachers, Postsecondary",n/a,$78160,$64430,$50010,$92240
10,5,Long Island Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",n/a,$69620,$65040,$42160,$83350
10,5,Long Island Region, 25-1063,"Economics Teachers, Postsecondary",110,$96610,$80840,$57370,$116230
10,5,Long Island Region, 25-1065,"Political Science Teachers, Postsecondary",110,$72440,$60810,$44490,$86420
10,5,Long Island Region, 25-1066,"Psychology Teachers, Postsecondary",310,$80080,$75680,$42360,$98930
10,5,Long Island Region, 25-1067,"Sociology Teachers, Postsecondary",130,$76540,$65850,$47750,$90940
10,5,Long Island Region, 25-1069,"Social Sciences Teachers, Postsecondary, All Other",180,$73430,$68800,$47530,$86380
10,5,Long Island Region, 25-1071,"Health Specialties Teachers, Postsecondary",1590,$82760,$65460,$50330,$98970
10,5,Long Island Region, 25-1072,"Nursing Instructors and Teachers, Postsecondary",400,$80970,$73580,$46070,$98420
10,5,Long Island Region, 25-1081,"Education Teachers, Postsecondary",590,$69310,$59110,$45810,$81060
10,5,Long Island Region, 25-1082,"Library Science Teachers, Postsecondary",n/a,$76350,$61250,$53320,$87870
10,5,Long Island Region, 25-1121,"Art, Drama, and Music Teachers, Postsecondary",n/a,$76050,$68670,$41100,$93520
10,5,Long Island Region, 25-1122,"Communications Teachers, Postsecondary",330,$76810,$70480,$47840,$91300
10,5,Long Island Region, 25-1123,"English Language and Literature Teachers, Postsecondary",750,$72130,$64770,$43070,$86660
10,5,Long Island Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",270,$67580,$61650,$42720,$80020
10,5,Long Island Region, 25-1125,"History Teachers, Postsecondary",220,$78330,$72800,$47350,$93810
10,5,Long Island Region, 25-1126,"Philosophy and Religion Teachers, Postsecondary",200,$71200,$60810,$42860,$85370
10,5,Long Island Region, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",260,$67290,$63590,$47040,$77420
10,5,Long Island Region, 25-1194,"Vocational Education Teachers, Postsecondary",690,$57150,$48030,$36390,$67530
10,5,Long Island Region, 25-1199,"Postsecondary Teachers, All Other",510,$64310,$60530,$40980,$75970
10,5,Long Island Region, 25-2011,"Preschool Teachers, Except Special Education",4320,$32890,$28740,$21400,$38640
10,5,Long Island Region, 25-2012,"Kindergarten Teachers, Except Special Education",1370,$97390,$104790,$64510,$113840
10,5,Long Island Region, 25-2021,"Elementary School Teachers, Except Special Education",11700,$98260,$103850,$68810,$112990
10,5,Long Island Region, 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",6270,$99780,$101920,$74730,$112310
10,5,Long Island Region, 25-2023,"Career/Technical  Education Teachers, Middle School",340,$95370,$99170,$64000,$111050
10,5,Long Island Region, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",12560,$100340,$102450,$74360,$113330
10,5,Long Island Region, 25-2032,"Career/Technical Education Teachers, Secondary School",660,$94680,$96900,$67200,$108410
10,5,Long Island Region, 25-2051,"Special Education Teachers, Preschool",930,$70610,$66750,$40350,$85730
10,5,Long Island Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",2970,$87570,$90260,$53230,$104750
10,5,Long Island Region, 25-2053,"Special Education Teachers, Middle School",1520,$98220,$98120,$72250,$111200
10,5,Long Island Region, 25-2054,"Special Education Teachers, Secondary School",3230,$100730,$103660,$72210,$114990
10,5,Long Island Region, 25-2059,"Special Education Teachers, All Other",n/a,$75800,$83160,$51600,$87890
10,5,Long Island Region, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,660,$73760,$75760,$45500,$87880
10,5,Long Island Region, 25-3021,Self-Enrichment Education Teachers,4710,$42430,$40720,$21930,$52680
10,5,Long Island Region, 25-3098,Substitute teachers,9510,$37000,$36970,$26320,$42340
10,5,Long Island Region, 25-4011,Archivists,n/a,$68320,$63720,$45250,$79850
10,5,Long Island Region, 25-4012,Curators,n/a,$45130,$40980,$31070,$52160
10,5,Long Island Region, 25-4013,Museum Technicians and Conservators,n/a,$43110,$38090,$33490,$47920
10,5,Long Island Region, 25-4021,Librarians,2530,$76790,$71990,$52770,$88810
10,5,Long Island Region, 25-4031,Library Technicians,1420,$32130,$27390,$18530,$38940
10,5,Long Island Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,n/a,$54210,$56320,$33250,$64690
10,5,Long Island Region, 25-9031,Instructional Coordinators,1270,$81260,$72830,$47030,$98370
10,5,Long Island Region, 25-9041,Teacher Assistants,21020,$29760,$27470,$19920,$34690
10,5,Long Island Region, 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",14730,$57740,$45800,$25440,$73890
10,5,Long Island Region, 27-1011,Art Directors,360,$101040,$82440,$59390,$121860
10,5,Long Island Region, 27-1012,Craft Artists,n/a,$30460,$28250,$26840,$32270
10,5,Long Island Region, 27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",n/a,$37150,$24950,$18590,$46430
10,5,Long Island Region, 27-1014,Multimedia Artists and Animators,n/a,$62700,$57830,$44730,$71680
10,5,Long Island Region, 27-1021,Commercial and Industrial Designers,270,$66110,$64700,$44070,$77120
10,5,Long Island Region, 27-1022,Fashion Designers,250,$70490,$65530,$35350,$88060
10,5,Long Island Region, 27-1023,Floral Designers,460,$28180,$29210,$18720,$32910
10,5,Long Island Region, 27-1024,Graphic Designers,1840,$49340,$44970,$29760,$59130
10,5,Long Island Region, 27-1025,Interior Designers,370,$47930,$45270,$34160,$54810
10,5,Long Island Region, 27-1026,Merchandise Displayers and Window Trimmers,n/a,$25680,$23140,$19270,$28890
10,5,Long Island Region, 27-1027,Set and Exhibit Designers,n/a,$56320,$62780,$32120,$68420
10,5,Long Island Region, 27-1029,"Designers, All Other",160,$62830,$55580,$34950,$76760
10,5,Long Island Region, 27-2011,Actors *,n/a,$28,$15,$12,$36
10,5,Long Island Region, 27-2012,Producers and Directors,660,$90200,$83870,$44120,$113230
10,5,Long Island Region, 27-2021,Athletes and Sports Competitors,n/a,$53410,$43460,$34550,$62840
10,5,Long Island Region, 27-2022,Coaches and Scouts,1920,$40250,$34740,$23380,$48680
10,5,Long Island Region, 27-2031,Dancers *,n/a,$17,$15,$14,$19
10,5,Long Island Region, 27-2041,Music Directors and Composers,390,$82760,$59670,$32540,$107870
10,5,Long Island Region, 27-2099,"Entertainers and Performers, Sports and Related Workers, All Other *",n/a,$32,$27,$14,$41
10,5,Long Island Region, 27-3011,Radio and Television Announcers,n/a,$42490,$39530,$20530,$53460
10,5,Long Island Region, 27-3012,Public Address System and Other Announcers,n/a,$50510,$39550,$29310,$61110
10,5,Long Island Region, 27-3022,Reporters and Correspondents,410,$43020,$34580,$23880,$52600
10,5,Long Island Region, 27-3031,Public Relations Specialists,1230,$67340,$64210,$41140,$80430
10,5,Long Island Region, 27-3041,Editors,1060,$74160,$63810,$38170,$92160
10,5,Long Island Region, 27-3042,Technical Writers,370,$83930,$84750,$56910,$97440
10,5,Long Island Region, 27-3043,Writers and Authors,260,$81810,$61300,$31120,$107150
10,5,Long Island Region, 27-3091,Interpreters and Translators,510,$70730,$65580,$33920,$89140
10,5,Long Island Region, 27-4011,Audio and Video Equipment Technicians,410,$51450,$46900,$22180,$66080
10,5,Long Island Region, 27-4012,Broadcast Technicians,170,$57520,$64330,$30530,$71010
10,5,Long Island Region, 27-4014,Sound Engineering Technicians,100,$51690,$47950,$26750,$64150
10,5,Long Island Region, 27-4021,Photographers,510,$35880,$27120,$18510,$44560
10,5,Long Island Region, 27-4031,"Camera Operators, Television, Video, and Motion Picture",n/a,$47350,$41460,$32540,$54750
10,5,Long Island Region, 27-4032,Film and Video Editors,n/a,$59360,$48730,$20680,$78710
10,5,Long Island Region, 27-4099,"Media and Communication Equipment Workers, All Other",n/a,$54640,$46910,$28660,$67630
10,5,Long Island Region, 29-0000,Healthcare Practitioners and Technical Occupations,80180,$94400,$79460,$47470,$117870
10,5,Long Island Region, 29-1011,Chiropractors,390,$101880,$92190,$75480,$115080
10,5,Long Island Region, 29-1021,"Dentists, General",960,$179650,$151010,$121060,
10,5,Long Island Region, 29-1022,Oral and Maxillofacial Surgeons,n/a,$274040,,,
10,5,Long Island Region, 29-1023,Orthodontists,n/a,$228330,,$172570,
10,5,Long Island Region, 29-1031,Dietitians and Nutritionists,760,$60830,$61950,$37480,$72510
10,5,Long Island Region, 29-1041,Optometrists,350,$136800,$132780,$93400,$158500
10,5,Long Island Region, 29-1051,Pharmacists,2880,$120940,$123380,$99840,$131490
10,5,Long Island Region, 29-1061,Anesthesiologists,n/a,$228830,,$124570,
10,5,Long Island Region, 29-1062,Family and General Practitioners,220,$200650,,$125490,
10,5,Long Island Region, 29-1063,"Internists, General",n/a,$185810,$162010,$112730,
10,5,Long Island Region, 29-1064,Obstetricians and Gynecologists,n/a,$197210,,$115010,
10,5,Long Island Region, 29-1065,"Pediatricians, General",520,$153810,$143340,$97890,$181770
10,5,Long Island Region, 29-1066,Psychiatrists,230,$156070,$152010,$94320,$186950
10,5,Long Island Region, 29-1067,Surgeons,790,$236100,,$166190,
10,5,Long Island Region, 29-1069,"Physicians and Surgeons, All Other",5850,$211480,,$114820,
10,5,Long Island Region, 29-1071,Physician Assistants,2120,$103220,$106100,$77790,$115930
10,5,Long Island Region, 29-1081,Podiatrists,250,$154130,$118260,$71920,
10,5,Long Island Region, 29-1122,Occupational Therapists,1160,$87020,$84490,$63900,$98590
10,5,Long Island Region, 29-1123,Physical Therapists,3100,$88930,$90060,$61330,$102730
10,5,Long Island Region, 29-1124,Radiation Therapists,290,$102650,$99780,$83620,$112160
10,5,Long Island Region, 29-1125,Recreational Therapists,320,$51090,$50660,$40030,$56630
10,5,Long Island Region, 29-1126,Respiratory Therapists,920,$70360,$72160,$56180,$77450
10,5,Long Island Region, 29-1127,Speech-Language Pathologists,2100,$94590,$95510,$58580,$112590
10,5,Long Island Region, 29-1128,Exercise Physiologist,n/a,$55700,$56140,$34880,$66110
10,5,Long Island Region, 29-1129,"Therapists, All Other",n/a,$70810,$66450,$50580,$80930
10,5,Long Island Region, 29-1131,Veterinarians,570,$130490,$119790,$76560,$157450
10,5,Long Island Region, 29-1141,Registered Nurses,24550,$82070,$83900,$61650,$92290
10,5,Long Island Region, 29-1151,Nurse Anesthetists,n/a,$170090,$173540,$167700,$171290
10,5,Long Island Region, 29-1161,Nurse Midwives,n/a,$98400,$97590,$76710,$109250
10,5,Long Island Region, 29-1171,Nurse Practitioners,1460,$117810,$115350,$98090,$127670
10,5,Long Island Region, 29-1181,Audiologists,210,$86700,$84960,$67760,$96170
10,5,Long Island Region, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",270,$76360,$63600,$54210,$87430
10,5,Long Island Region, 29-2011,Medical and Clinical Laboratory Technologists,1690,$74090,$73820,$55520,$83370
10,5,Long Island Region, 29-2012,Medical and Clinical Laboratory Technicians,1070,$52530,$53500,$33950,$61810
10,5,Long Island Region, 29-2021,Dental Hygienists,2040,$76080,$77090,$64090,$82080
10,5,Long Island Region, 29-2031,Cardiovascular Technologists and Technicians,680,$62110,$63440,$41530,$72400
10,5,Long Island Region, 29-2032,Diagnostic Medical Sonographers,1080,$67810,$67200,$52690,$75370
10,5,Long Island Region, 29-2033,Nuclear Medicine Technologists,210,$82480,$82230,$64840,$91300
10,5,Long Island Region, 29-2034,Radiologic Technologists and Technicians,2230,$72300,$71980,$60490,$78210
10,5,Long Island Region, 29-2035,Magnetic Resonance Imaging Technologists,210,$72510,$73200,$55310,$81110
10,5,Long Island Region, 29-2041,Emergency Medical Technicians and Paramedics,2430,$44440,$43970,$29110,$52100
10,5,Long Island Region, 29-2051,Dietetic Technicians,100,$43940,$43730,$35730,$48040
10,5,Long Island Region, 29-2052,Pharmacy Technicians,2670,$31780,$30930,$22710,$36320
10,5,Long Island Region, 29-2053,Psychiatric Technicians,n/a,$47290,$51070,$34930,$53470
10,5,Long Island Region, 29-2054,Respiratory Therapy Technicians,n/a,$64770,$66720,$54110,$70100
10,5,Long Island Region, 29-2055,Surgical Technologists,620,$53140,$53340,$39770,$59820
10,5,Long Island Region, 29-2056,Veterinary Technologists and Technicians,640,$40880,$39370,$30460,$46090
10,5,Long Island Region, 29-2057,Ophthalmic Medical Technicians,830,$36160,$35930,$28200,$40140
10,5,Long Island Region, 29-2061,Licensed Practical and Licensed Vocational Nurses,6830,$52540,$53300,$43120,$57260
10,5,Long Island Region, 29-2071,Medical Records and Health Information Technicians,1310,$45110,$44400,$31190,$52070
10,5,Long Island Region, 29-2081,"Opticians, Dispensing",520,$46280,$46780,$28210,$55320
10,5,Long Island Region, 29-2091,Orthotists and Prosthetists,220,$73650,$72060,$41460,$89740
10,5,Long Island Region, 29-2099,"Health Technologists and Technicians, All Other",680,$50340,$47500,$36220,$57390
10,5,Long Island Region, 29-9011,Occupational Health and Safety Specialists,430,$76040,$74850,$58720,$84700
10,5,Long Island Region, 29-9012,Occupational Health and Safety Technicians,n/a,$58950,$59960,$40040,$68400
10,5,Long Island Region, 29-9091,Athletic Trainers,120,$48380,$45970,$31060,$57030
10,5,Long Island Region, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",100,$88750,$88390,$42490,$111880
10,5,Long Island Region, 31-0000,Healthcare Support Occupations,43750,$34470,$33500,$23250,$40080
10,5,Long Island Region, 31-1011,Home Health Aides,11960,$24730,$23380,$20580,$26810
10,5,Long Island Region, 31-1013,Psychiatric Aides,690,$38190,$37670,$32960,$40800
10,5,Long Island Region, 31-1014,Nursing Assistants,14280,$36390,$36400,$30210,$39470
10,5,Long Island Region, 31-1015,Orderlies,710,$34040,$33640,$27540,$37300
10,5,Long Island Region, 31-2011,Occupational Therapy Assistants,320,$61710,$61650,$53420,$65860
10,5,Long Island Region, 31-2012,Occupational Therapy Aides,n/a,$39630,$40000,$29840,$44530
10,5,Long Island Region, 31-2021,Physical Therapist Assistants,840,$59600,$59640,$51460,$63670
10,5,Long Island Region, 31-2022,Physical Therapist Aides,890,$29130,$28170,$23240,$32080
10,5,Long Island Region, 31-9011,Massage Therapists,1110,$57300,$49450,$22000,$74960
10,5,Long Island Region, 31-9091,Dental Assistants,3860,$38280,$37830,$28010,$43410
10,5,Long Island Region, 31-9092,Medical Assistants,4530,$36590,$35760,$27120,$41320
10,5,Long Island Region, 31-9093,Medical Equipment Preparers,350,$41150,$39890,$32570,$45440
10,5,Long Island Region, 31-9094,Medical Transcriptionists,470,$42970,$43620,$35740,$46580
10,5,Long Island Region, 31-9095,Pharmacy Aides,n/a,$32960,$33940,$22270,$38310
10,5,Long Island Region, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,880,$26580,$24650,$20720,$29510
10,5,Long Island Region, 31-9097,Phlebotomists,1440,$40760,$41250,$30890,$45690
10,5,Long Island Region, 31-9099,"Healthcare Support Workers, All Other",790,$39770,$39130,$31000,$44150
10,5,Long Island Region, 33-0000,Protective Service Occupations,28890,$56680,$39160,$23280,$73390
10,5,Long Island Region, 33-1011,First-Line Supervisors of Correctional Officers,240,$104020,$105810,$86660,$112700
10,5,Long Island Region, 33-1012,First-Line Supervisors of Police and Detectives,1080,$141140,$141580,$119330,$152050
10,5,Long Island Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,110,$88740,$87750,$57220,$104500
10,5,Long Island Region, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",550,$65030,$63190,$45990,$74550
10,5,Long Island Region, 33-2011,Firefighters,120,$67900,$60400,$47590,$78060
10,5,Long Island Region, 33-2021,Fire Inspectors and Investigators,n/a,$63390,$60500,$48230,$70970
10,5,Long Island Region, 33-3011,Bailiffs,440,$69160,$71470,$61880,$72800
10,5,Long Island Region, 33-3012,Correctional Officers and Jailers,1670,$77540,$83730,$57590,$87520
10,5,Long Island Region, 33-3021,Detectives and Criminal Investigators,1240,$121950,$133230,$89700,$138080
10,5,Long Island Region, 33-3031,Fish and Game Wardens,n/a,$55550,$51940,$42480,$62090
10,5,Long Island Region, 33-3041,Parking Enforcement Workers,120,$37150,$37910,$23610,$43920
10,5,Long Island Region, 33-3051,Police and Sheriff's Patrol Officers,5190,$98690,$105130,$73540,$111260
10,5,Long Island Region, 33-9011,Animal Control Workers,n/a,$46450,$42130,$25650,$56850
10,5,Long Island Region, 33-9021,Private Detectives and Investigators,140,$52390,$53040,$31370,$62910
10,5,Long Island Region, 33-9032,Security Guards,12830,$32030,$31030,$20520,$37790
10,5,Long Island Region, 33-9091,Crossing Guards,1250,$30930,$24850,$18510,$37130
10,5,Long Island Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",1510,$24570,$23770,$19450,$27140
10,5,Long Island Region, 33-9093,Transportation Security Screeners (federal only),n/a,$42900,$40860,$39490,$44600
10,5,Long Island Region, 33-9099,"Protective Service Workers, All Other ",2130,$33160,$31390,$25630,$36920
10,5,Long Island Region, 35-0000,Food Preparation and Serving Related Occupations,101420,$25670,$21140,$18370,$29320
10,5,Long Island Region, 35-1011,Chefs and Head Cooks,1580,$53770,$50290,$26670,$67330
10,5,Long Island Region, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,7230,$39210,$35400,$24900,$46370
10,5,Long Island Region, 35-2011,"Cooks, Fast Food",3310,$22010,$20210,$18390,$23820
10,5,Long Island Region, 35-2012,"Cooks, Institution and Cafeteria",2120,$35260,$35200,$22910,$41430
10,5,Long Island Region, 35-2014,"Cooks, Restaurant",8640,$31590,$30520,$20480,$37140
10,5,Long Island Region, 35-2015,"Cooks, Short Order",610,$25410,$23050,$18540,$28850
10,5,Long Island Region, 35-2019,"Cooks, All Other",n/a,$28820,$28700,$27490,$29490
10,5,Long Island Region, 35-2021,Food Preparation Workers,7050,$25460,$24140,$18410,$28980
10,5,Long Island Region, 35-3011,Bartenders,4490,$23870,$19420,$18360,$26620
10,5,Long Island Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",25140,$21590,$19420,$18440,$23160
10,5,Long Island Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",4590,$22480,$19370,$18390,$24520
10,5,Long Island Region, 35-3031,Waiters and Waitresses,23410,$23980,$20170,$18330,$26800
10,5,Long Island Region, 35-3041,"Food Servers, Nonrestaurant",2130,$32700,$32260,$21750,$38170
10,5,Long Island Region, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,3630,$20090,$18750,$18340,$20980
10,5,Long Island Region, 35-9021,Dishwashers,4660,$20460,$19640,$18430,$21470
10,5,Long Island Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2590,$23140,$22150,$18560,$25430
10,5,Long Island Region, 35-9099,"Food Preparation and Serving Related Workers, All Other",130,$29440,$24240,$19530,$34400
10,5,Long Island Region, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,49990,$33190,$28890,$20090,$39740
10,5,Long Island Region, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2080,$57980,$59000,$36680,$68640
10,5,Long Island Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1310,$58870,$58260,$38770,$68920
10,5,Long Island Region, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",28590,$31310,$26430,$19250,$37340
10,5,Long Island Region, 37-2012,Maids and Housekeeping Cleaners,3950,$27490,$25650,$20240,$31110
10,5,Long Island Region, 37-2021,Pest Control Workers,680,$33760,$31480,$24860,$38200
10,5,Long Island Region, 37-3011,Landscaping and Groundskeeping Workers,12380,$31750,$29510,$21120,$37070
10,5,Long Island Region, 37-3013,Tree Trimmers and Pruners,n/a,$46400,$48600,$34660,$52270
10,5,Long Island Region, 37-3019,"Grounds Maintenance Workers, All Other",100,$45290,$46520,$33920,$50980
10,5,Long Island Region, 39-0000,Personal Care and Service Occupations,51480,$28530,$25340,$19640,$32980
10,5,Long Island Region, 39-1011,Gaming Supervisors,n/a,$48730,$44610,$32730,$56730
10,5,Long Island Region, 39-1021,First-Line Supervisors of Personal Service Workers,1920,$46800,$43760,$32110,$54140
10,5,Long Island Region, 39-2011,Animal Trainers,240,$46900,$37030,$25930,$57390
10,5,Long Island Region, 39-2021,Nonfarm Animal Caretakers,3060,$25700,$23010,$18930,$29080
10,5,Long Island Region, 39-3012,Gaming and Sports Book Writers and Runners,n/a,$31310,$29800,$23650,$35140
10,5,Long Island Region, 39-3021,Motion Picture Projectionists,n/a,$21000,$19580,$18430,$22280
10,5,Long Island Region, 39-3031,"Ushers, Lobby Attendants, and Ticket Takers",530,$24320,$19190,$18440,$27250
10,5,Long Island Region, 39-3091,Amusement and Recreation Attendants,2200,$21770,$19350,$18250,$23530
10,5,Long Island Region, 39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",360,$26480,$23780,$20320,$29560
10,5,Long Island Region, 39-4021,Funeral Attendants,210,$24040,$23690,$21470,$25320
10,5,Long Island Region, 39-4031,"Morticians, Undertakers, and Funeral Directors",230,$81860,$84440,$68460,$88560
10,5,Long Island Region, 39-5012,"Hairdressers, Hairstylists, and Cosmetologists",4160,$25480,$19560,$18350,$29040
10,5,Long Island Region, 39-5092,Manicurists and Pedicurists,3290,$20420,$19150,$18300,$21490
10,5,Long Island Region, 39-5093,Shampooers,490,$20150,$19240,$18300,$21080
10,5,Long Island Region, 39-5094,Skincare Specialists,470,$34590,$23980,$20560,$41600
10,5,Long Island Region, 39-6011,Baggage Porters and Bellhops,220,$25300,$25650,$18810,$28550
10,5,Long Island Region, 39-6012,Concierges,240,$38980,$41320,$29460,$43740
10,5,Long Island Region, 39-7011,Tour Guides and Escorts,240,$28740,$27650,$21760,$32230
10,5,Long Island Region, 39-9011,Childcare Workers,7610,$28390,$27600,$19900,$32630
10,5,Long Island Region, 39-9021,Personal Care Aides,18760,$26450,$25720,$21670,$28840
10,5,Long Island Region, 39-9031,Fitness Trainers and Aerobics Instructors,1980,$50300,$51570,$26210,$62350
