Area,AreaName,SOC Code,SOC Title,Employment,MeanHourlyWage,MeanAnnualWage,EntryLevelHourlyWage,EntryLevelAnnualWage,ExperiencedLevelHourlyWage,ExperiencedLevelAnnualWage,10%HourlyWage,10%AnnualWage,25%HourlyWage,25%AnnualWage,MedianHourlyWage,MedianAnnualWage,75%HourlyWage,75%AnnualWage,90%HourlyWage,90%AnnualWage
000009,Connecticut Statewide,27-2022,Coaches and Scouts,"5,320",N/A,"48,158",N/A,"21,761",N/A,"61,357",N/A,"19,641",N/A,"23,384",N/A,"41,493",N/A,"62,543",N/A,"79,830"
000009,Connecticut Statewide,27-2023,"Umpires, Referees, and Other Sports Officials",280,N/A,"31,043",N/A,"19,752",N/A,"36,694",N/A,"19,428",N/A,"19,783",N/A,"22,096",N/A,"33,235",N/A,"60,139"
000009,Connecticut Statewide,27-2031,Dancers,N/A,21.07,N/A,10.71,N/A,26.24,N/A,9.48,N/A,10.27,N/A,21.58,N/A,25.08,N/A,34.72,N/A
000009,Connecticut Statewide,27-2032,Choreographers,200,28.70,"59,703",18.56,"38,591",33.78,"70,254",15.91,"33,093",21.99,"45,754",27.11,"56,375",38.05,"79,151",44.43,"92,430"
000009,Connecticut Statewide,27-2041,Music Directors and Composers,430,21.16,"44,019",9.46,"19,681",27.02,"56,193",9.36,"19,468",9.57,"19,894",16.90,"35,152",29.26,"60,859",39.25,"81,646"
000009,Connecticut Statewide,27-2042,Musicians and Singers,350,31.51,N/A,9.83,N/A,42.36,N/A,9.42,N/A,9.82,N/A,26.27,N/A,45.93,N/A,54.40,N/A
000009,Connecticut Statewide,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,27-3011,Radio and Television Announcers,320,18.56,"38,601",10.24,"21,294",22.71,"47,255",9.38,"19,509",10.53,"21,893",12.91,"26,854",19.11,"39,748",31.07,"64,643"
000009,Connecticut Statewide,27-3012,Public Address System and Other Announcers,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,27-3021,Broadcast News Analysts,20,37.47,"77,923",17.66,"36,745",47.37,"98,517",14.27,"29,694",21.69,"45,104",34.56,"71,887",44.48,"92,501",50.63,"105,314"
000009,Connecticut Statewide,27-3022,Reporters and Correspondents,320,19.55,"40,651",12.68,"26,387",22.98,"47,793",10.98,"22,836",14.47,"30,100",17.84,"37,120",23.98,"49,872",29.89,"62,158"
000009,Connecticut Statewide,27-3031,Public Relations Specialists,"1,440",33.94,"70,619",20.47,"42,578",40.69,"84,629",18.38,"38,236",23.73,"49,345",32.75,"68,123",42.12,"87,622",51.73,"107,587"
000009,Connecticut Statewide,27-3041,Editors,"1,050",29.13,"60,596",16.29,"33,884",35.55,"73,946",15.41,"32,048",18.38,"38,236",27.24,"56,670",36.29,"75,488",47.86,"99,552"
000009,Connecticut Statewide,27-3042,Technical Writers,620,41.19,"85,664",27.60,"57,420",47.98,"99,786",24.33,"50,593",31.48,"65,475",40.32,"83,848",52.97,"110,164",60.21,"125,239"
000009,Connecticut Statewide,27-3043,Writers and Authors,590,32.25,"67,078",15.44,"32,119",40.65,"84,558",11.28,"23,455",19.18,"39,890",29.38,"61,103",40.69,"84,649",49.13,"102,200"
000009,Connecticut Statewide,27-3091,Interpreters and Translators,390,24.13,"50,197",14.28,"29,704",29.07,"60,443",9.53,"19,803",17.80,"37,029",25.01,"52,013",30.91,"64,299",36.09,"75,052"
000009,Connecticut Statewide,27-3099,"Media and Communication Workers, All Other",N/A,25.95,"53,971",18.31,"38,094",29.77,"61,914",15.97,"33,204",20.57,"42,781",24.34,"50,613",30.39,"63,233",37.50,"77,994"
000009,Connecticut Statewide,27-4011,Audio and Video Equipment Technicians,"1,060",24.05,"50,025",14.74,"30,648",28.71,"59,713",13.23,"27,523",16.92,"35,203",23.64,"49,162",29.65,"61,671",36.98,"76,919"
000009,Connecticut Statewide,27-4012,Broadcast Technicians,500,22.49,"46,788",11.75,"24,429",27.87,"57,958",10.37,"21,578",13.33,"27,726",19.56,"40,671",30.93,"64,329",38.38,"79,820"
000009,Connecticut Statewide,27-4014,Sound Engineering Technicians,330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,27-4021,Photographers,590,21.99,"45,754",12.83,"26,701",26.58,"55,290",10.33,"21,477",15.16,"31,520",19.26,"40,042",28.90,"60,119",35.68,"74,220"
000009,Connecticut Statewide,27-4031,"Camera Operators, Television, Video, and Motion Picture",390,37.66,"78,329",15.99,"33,265",48.49,"100,861",13.91,"28,933",18.74,"38,977",29.70,"61,783",52.02,"108,206",71.47,"148,664"
000009,Connecticut Statewide,27-4032,Film and Video Editors,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,27-4099,"Media and Communication Equipment Workers, All Other",310,32.99,"68,610",24.54,"51,039",37.21,"77,406",22.53,"46,880",27.64,"57,501",33.72,"70,142",38.57,"80,236",43.70,"90,909"
000009,Connecticut Statewide,29-0000,Healthcare Practitioners and Technical Occupations,"102,210",42.49,"88,372",22.41,"46,616",52.52,"109,251",19.63,"40,843",26.93,"56,030",35.74,"74,342",46.76,"97,259",70.06,"145,732"
000009,Connecticut Statewide,29-1011,Chiropractors,220,48.23,"100,313",25.51,"53,068",59.58,"123,941",24.80,"51,587",28.46,"59,196",34.38,"71,512",72.08,"149,932",>90.00,">187,200"
000009,Connecticut Statewide,29-1021,"Dentists, General","1,230",91.97,"191,313",51.34,"106,796",112.29,"233,577",44.12,"91,761",64.68,"134,532",81.88,"170,323",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1022,Oral and Maxillofacial Surgeons,N/A,99.18,"206,297",34.29,"71,329",131.63,"273,781",16.12,"33,529",39.20,"81,535",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1023,Orthodontists,N/A,>90.00,">187,200",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1029,"Dentists, All Other Specialists",N/A,55.51,"115,470",32.78,"68,184",66.89,"139,117",14.90,"30,993",41.19,"85,664",45.90,"95,464",85.38,"177,587",>90.00,">187,200"
000009,Connecticut Statewide,29-1031,Dietitians and Nutritionists,830,31.01,"64,501",21.52,"44,749",35.76,"74,372",19.39,"40,326",24.84,"51,668",31.29,"65,090",36.30,"75,499",40.99,"85,238"
000009,Connecticut Statewide,29-1041,Optometrists,260,87.88,"182,771",41.11,"85,501",111.25,"231,406",39.12,"81,372",48.81,"101,510",75.21,"156,445",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1051,Pharmacists,"2,780",57.51,"119,619",45.11,"93,830",63.71,"132,513",40.39,"84,010",51.91,"107,972",58.59,"121,861",66.77,"138,894",74.40,"154,761"
000009,Connecticut Statewide,29-1061,Anesthesiologists,350,125.70,"261,445",>90.00,">187,200",>90.00,">187,200",36.10,"75,083",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1062,Family and General Practitioners,"1,210",95.95,"199,581",51.78,"107,688",118.05,"245,528",31.58,"65,678",70.93,"147,538",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1063,"Internists, General",890,94.32,"196,172",32.56,"67,728",125.19,"260,400",27.30,"56,771",32.67,"67,941",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1064,Obstetricians and Gynecologists,380,105.75,"219,972",47.36,"98,497",134.96,"280,700",29.08,"60,474",76.28,"158,657",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1065,"Pediatricians, General",650,78.65,"163,607",34.84,"72,475",100.57,"209,168",28.87,"60,058",42.11,"87,601",69.89,"145,377",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1066,Psychiatrists,800,104.19,"216,716",58.35,"121,384",127.11,"264,377",34.68,"72,130",83.76,"174,209",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1067,Surgeons,830,115.63,"240,516",67.13,"139,625",139.88,"290,957",32.53,"67,677",90.42,"188,087",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1069,"Physicians and Surgeons, All Other","5,220",92.44,"192,287",35.61,"74,058",120.87,"251,391",28.92,"60,159",42.20,"87,784",>90.00,">187,200",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1071,Physician Assistants,"1,890",54.23,"112,812",42.00,"87,348",60.35,"125,533",40.73,"84,730",46.63,"96,975",54.38,"113,096",61.49,"127,887",72.52,"150,835"
000009,Connecticut Statewide,29-1081,Podiatrists,100,74.61,"155,177",34.38,"71,512",94.72,"197,014",22.10,"45,957",51.26,"106,613",69.68,"144,910",88.44,"183,958",>90.00,">187,200"
000009,Connecticut Statewide,29-1122,Occupational Therapists,"1,800",42.26,"87,906",30.35,"63,142",48.22,"100,293",28.65,"59,581",34.81,"72,404",42.08,"87,530",49.20,"102,342",59.43,"123,616"
000009,Connecticut Statewide,29-1123,Physical Therapists,"3,780",41.92,"87,186",31.45,"65,414",47.15,"98,081",29.30,"60,941",34.60,"71,968",41.56,"86,455",47.65,"99,106",57.84,"120,299"
000009,Connecticut Statewide,29-1124,Radiation Therapists,190,45.43,"94,500",32.21,"66,997",52.04,"108,257",30.00,"62,401",35.98,"74,839",44.68,"92,928",54.44,"113,238",63.46,"131,986"
000009,Connecticut Statewide,29-1125,Recreational Therapists,430,27.84,"57,907",18.45,"38,378",32.53,"67,667",16.89,"35,142",20.20,"42,020",26.53,"55,188",35.67,"74,200",40.93,"85,146"
000009,Connecticut Statewide,29-1126,Respiratory Therapists,"1,170",31.97,"66,480",25.31,"52,642",35.28,"73,399",24.48,"50,917",27.16,"56,497",31.54,"65,607",36.80,"76,533",42.46,"88,312"
000009,Connecticut Statewide,29-1127,Speech-Language Pathologists,"1,880",43.15,"89,742",29.64,"61,661",49.89,"103,783",26.98,"56,112",34.57,"71,917",43.22,"89,894",50.55,"105,152",61.00,"126,872"
000009,Connecticut Statewide,29-1128,Exercise Physiologists,50,28.19,"58,648",19.39,"40,316",32.61,"67,809",17.65,"36,714",21.33,"44,364",27.81,"57,846",35.00,"72,790",41.86,"87,064"
000009,Connecticut Statewide,29-1129,"Therapists, All Other",N/A,26.59,"55,300",20.53,"42,710",29.61,"61,590",19.86,"41,310",21.38,"44,455",23.89,"49,690",29.00,"60,342",36.70,"76,341"
000009,Connecticut Statewide,29-1131,Veterinarians,780,61.28,"127,451",32.96,"68,549",75.44,"156,901",28.57,"59,419",40.49,"84,223",52.76,"109,748",73.50,"152,884",>90.00,">187,200"
000009,Connecticut Statewide,29-1141,Registered Nurses,"32,440",37.72,"78,451",29.55,"61,468",41.8,"86,942",26.96,"56,061",32.12,"66,814",37.29,"77,568",44.16,"91,852",49.11,"102,149"
000009,Connecticut Statewide,29-1151,Nurse Anesthetists,320,85.29,"177,404",38.20,"79,455",108.83,"226,374",25.44,"52,916",62.91,"130,859",82.31,"171,186",>90.00,">187,200",>90.00,">187,200"
000009,Connecticut Statewide,29-1161,Nurse Midwives,120,50.14,"104,270",44.15,"91,832",53.12,"110,488",42.09,"87,541",45.88,"95,413",50.70,"105,457",56.17,"116,839",59.59,"123,951"
000009,Connecticut Statewide,29-1171,Nurse Practitioners,"2,600",51.63,"107,374",38.43,"79,942",58.22,"121,090",36.50,"75,914",42.69,"88,799",49.51,"102,971",57.58,"119,761",65.59,"136,419"
000009,Connecticut Statewide,29-1181,Audiologists,120,38.75,"80,612",30.09,"62,574",43.1,"89,630",30.28,"62,980",33.87,"70,457",39.74,"82,651",45.38,"94,378",48.97,"101,845"
000009,Connecticut Statewide,29-1199,"Health Diagnosing and Treating Practitioners, All Other",290,42.27,"87,926",29.80,"61,986",48.5,"100,891",27.50,"57,217",32.28,"67,139",38.65,"80,399",48.70,"101,287",61.77,"128,486"
000009,Connecticut Statewide,29-2011,Medical and Clinical Laboratory Technologists,"2,490",34.78,"72,323",26.88,"55,919",38.72,"80,530",25.63,"53,301",29.48,"61,326",34.63,"72,039",40.35,"83,929",46.17,"96,032"
000009,Connecticut Statewide,29-2012,Medical and Clinical Laboratory Technicians,"1,730",24.30,"50,532",15.98,"33,235",28.45,"59,175",15.35,"31,926",17.93,"37,293",22.87,"47,559",30.11,"62,635",36.26,"75,417"
000009,Connecticut Statewide,29-2021,Dental Hygienists,"3,850",39.43,"82,032",32.28,"67,139",43.01,"89,478",31.40,"65,303",34.74,"72,242",39.86,"82,904",45.13,"93,881",48.66,"101,216"
000009,Connecticut Statewide,29-2031,Cardiovascular Technologists and Technicians,480,33.14,"68,935",21.54,"44,810",38.95,"81,007",20.08,"41,757",23.65,"49,193",33.37,"69,401",39.77,"82,722",47.37,"98,507"
000009,Connecticut Statewide,29-2032,Diagnostic Medical Sonographers,"1,110",36.23,"75,357",25.90,"53,859",41.39,"86,100",25.53,"53,119",30.22,"62,868",36.44,"75,793",43.63,"90,767",48.64,"101,175"
000009,Connecticut Statewide,29-2033,Nuclear Medicine Technologists,250,42.85,"89,143",33.46,"69,584",47.56,"98,913",32.26,"67,099",37.59,"78,177",43.63,"90,757",49.43,"102,809",56.19,"116,870"
000009,Connecticut Statewide,29-2034,Radiologic Technologists and Technicians,"2,160",31.47,"65,445",23.95,"49,812",35.22,"73,267",21.92,"45,591",25.85,"53,758",30.76,"63,984",36.87,"76,675",43.49,"90,472"
000009,Connecticut Statewide,29-2035,Magnetic Resonance Imaging Technologists,350,36.78,"76,493",29.86,"62,097",40.23,"83,696",27.29,"56,751",32.20,"66,977",37.02,"77,000",42.76,"88,941",47.31,"98,396"
000009,Connecticut Statewide,29-2041,Emergency Medical Technicians and Paramedics,"3,200",22.54,"46,890",15.56,"32,362",26.03,"54,154",14.33,"29,816",17.17,"35,700",21.54,"44,800",27.11,"56,375",32.04,"66,632"
000009,Connecticut Statewide,29-2051,Dietetic Technicians,340,18.31,"38,084",12.12,"25,230",21.4,"44,506",11.02,"22,907",13.20,"27,442",16.47,"34,249",21.05,"43,775",27.78,"57,775"
000009,Connecticut Statewide,29-2052,Pharmacy Technicians,"3,560",16.50,"34,320",11.46,"23,841",19.02,"39,555",10.52,"21,893",12.22,"25,433",15.28,"31,774",18.94,"39,403",23.31,"48,493"
000009,Connecticut Statewide,29-2053,Psychiatric Technicians,"1,020",25.01,"52,013",18.52,"38,520",28.25,"58,759",16.81,"34,970",20.59,"42,832",25.33,"52,683",29.58,"61,539",33.89,"70,497"
000009,Connecticut Statewide,29-2054,Respiratory Therapy Technicians,100,26.29,"54,671",18.20,"37,861",30.32,"63,081",16.92,"35,193",19.34,"40,214",24.29,"50,512",33.42,"69,513",37.07,"77,112"
000009,Connecticut Statewide,29-2055,Surgical Technologists,980,26.03,"54,154",19.42,"40,397",29.35,"61,032",17.82,"37,070",21.17,"44,039",25.72,"53,484",30.19,"62,807",35.52,"73,875"
000009,Connecticut Statewide,29-2056,Veterinary Technologists and Technicians,"1,600",18.46,"38,399",13.83,"28,761",20.78,"43,217",12.74,"26,509",15.08,"31,368",17.68,"36,775",21.49,"44,688",25.77,"53,586"
000009,Connecticut Statewide,29-2057,Ophthalmic Medical Technicians,690,20.19,"42,000",16.35,"34,026",22.11,"45,987",15.62,"32,494",17.19,"35,741",19.99,"41,574",23.01,"47,864",25.85,"53,768"
000009,Connecticut Statewide,29-2061,Licensed Practical and Licensed Vocational Nurses,"8,630",27.13,"56,436",22.38,"46,545",29.51,"61,377",20.88,"43,441",24.25,"50,420",27.19,"56,548",29.98,"62,361",34.13,"70,984"
000009,Connecticut Statewide,29-2071,Medical Records and Health Information Technicians,"1,510",22.23,"46,241",14.97,"31,155",25.86,"53,778",13.66,"28,396",16.51,"34,330",21.06,"43,806",27.06,"56,274",32.02,"66,581"
000009,Connecticut Statewide,29-2081,"Opticians, Dispensing",950,20.82,"43,309",13.83,"28,751",24.32,"50,583",12.91,"26,854",14.95,"31,094",19.10,"39,738",26.14,"54,377",32.26,"67,109"
000009,Connecticut Statewide,29-2091,Orthotists and Prosthetists,100,31.26,"65,009",19.38,"40,306",37.2,"77,365",15.87,"33,012",24.87,"51,719",32.23,"67,038",36.37,"75,651",38.86,"80,814"
000009,Connecticut Statewide,29-2092,Hearing Aid Specialists,N/A,21.92,"45,601",16.98,"35,325",24.4,"50,745",15.35,"31,916",18.85,"39,210",21.43,"44,567",23.69,"49,284",32.92,"68,468"
000009,Connecticut Statewide,29-2099,"Health Technologists and Technicians, All Other",830,26.39,"54,884",16.78,"34,899",31.2,"64,877",16.09,"33,468",18.07,"37,577",23.16,"48,178",31.34,"65,171",38.40,"79,881"
000009,Connecticut Statewide,29-9011,Occupational Health and Safety Specialists,630,38.54,"80,165",28.40,"59,054",43.61,"90,716",25.89,"53,849",31.58,"65,699",37.49,"77,974",44.38,"92,309",50.18,"104,371"
000009,Connecticut Statewide,29-9012,Occupational Health and Safety Technicians,160,25.96,"54,001",16.04,"33,357",30.92,"64,329",14.18,"29,512",18.60,"38,683",26.56,"55,229",33.14,"68,925",37.67,"78,359"
000009,Connecticut Statewide,29-9091,Athletic Trainers,640,N/A,"45,754",N/A,"23,587",N/A,"56,842",N/A,"21,852",N/A,"24,551",N/A,"44,110",N/A,"53,768",N/A,"74,058"
000009,Connecticut Statewide,29-9099,"Healthcare Practitioners and Technical Workers, All Other",730,31.10,"64,694",19.91,"41,422",36.69,"76,330",18.93,"39,372",21.31,"44,333",24.91,"51,800",42.56,"88,525",49.34,"102,636"
000009,Connecticut Statewide,31-0000,Healthcare Support Occupations,"50,170",16.62,"34,569",12.44,"25,881",18.7,"38,913",11.42,"23,770",13.19,"27,421",15.32,"31,867",18.84,"39,209",23.40,"48,672"
000009,Connecticut Statewide,31-1011,Home Health Aides,"7,900",13.21,"27,472",10.56,"21,965",14.53,"30,235",9.87,"20,538",11.36,"23,627",13.15,"27,360",14.54,"30,256",15.93,"33,121"
000009,Connecticut Statewide,31-1013,Psychiatric Aides,"1,050",18.38,"38,220",13.23,"27,512",20.95,"43,573",11.82,"24,576",14.78,"30,725",17.34,"36,058",21.01,"43,696",30.09,"62,591"
000009,Connecticut Statewide,31-1014,Nursing Assistants,"21,750",15.63,"32,519",12.83,"26,687",17.03,"35,436",12.20,"25,361",13.29,"27,645",15.08,"31,357",17.80,"37,027",20.23,"42,085"
000009,Connecticut Statewide,31-1015,Orderlies,620,14.66,"30,490",11.16,"23,199",16.42,"34,141",10.27,"21,363",11.92,"24,790",14.32,"29,787",17.10,"35,568",19.08,"39,678"
000009,Connecticut Statewide,31-2011,Occupational Therapy Assistants,480,29.57,"61,500",24.44,"50,854",32.13,"66,834",22.68,"47,173",26.15,"54,372",29.59,"61,562",33.83,"70,372",37.14,"77,245"
000009,Connecticut Statewide,31-2012,Occupational Therapy Aides,N/A,17.18,"35,732",10.06,"20,945",20.73,"43,125",9.57,"19,895",10.52,"21,904",13.66,"28,420",19.14,"39,811",30.88,"64,213"
000009,Connecticut Statewide,31-2021,Physical Therapist Assistants,520,25.30,"52,629",13.42,"27,910",31.24,"64,978",12.29,"25,555",14.77,"30,714",27.18,"56,524",32.63,"67,884",37.37,"77,745"
000009,Connecticut Statewide,31-2022,Physical Therapist Aides,660,15.37,"31,969",11.31,"23,515",17.41,"36,201",10.55,"21,945",11.97,"24,902",14.20,"29,552",17.61,"36,639",21.95,"45,664"
000009,Connecticut Statewide,31-9011,Massage Therapists,"1,210",25.78,"53,618",13.11,"27,268",32.11,"66,793",10.60,"22,047",16.39,"34,090",22.10,"45,970",30.29,"62,989",49.75,"103,483"
000009,Connecticut Statewide,31-9091,Dental Assistants,"3,850",20.18,"41,962",15.14,"31,510",22.69,"47,193",13.82,"28,736",16.53,"34,375",20.33,"42,288",23.40,"48,682",27.33,"56,840"
000009,Connecticut Statewide,31-9092,Medical Assistants,"7,090",17.54,"36,486",13.13,"27,319",19.75,"41,075",12.60,"26,217",14.08,"29,297",16.76,"34,865",19.85,"41,299",24.05,"50,008"
000009,Connecticut Statewide,31-9093,Medical Equipment Preparers,440,18.94,"39,392",15.47,"32,162",20.67,"43,002",14.16,"29,460",16.13,"33,560",18.38,"38,220",21.71,"45,144",24.11,"50,151"
000009,Connecticut Statewide,31-9094,Medical Transcriptionists,710,20.42,"42,452",14.49,"30,143",23.37,"48,611",12.92,"26,870",16.75,"34,855",20.82,"43,308",23.61,"49,100",27.93,"58,084"
000009,Connecticut Statewide,31-9095,Pharmacy Aides,N/A,12.12,"25,228",10.19,"21,180",13.1,"27,247",9.59,"19,946",10.00,"20,803",11.16,"23,209",13.72,"28,522",17.32,"36,017"
000009,Connecticut Statewide,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,980,15.69,"32,642",10.19,"21,180",18.45,"38,373",9.55,"19,885",10.61,"22,057",13.40,"27,880",18.38,"38,220",26.79,"55,708"
000009,Connecticut Statewide,31-9097,Phlebotomists,"1,580",18.56,"38,597",15.35,"31,918",20.16,"41,942",14.01,"29,154",15.98,"33,243",18.14,"37,730",21.19,"44,073",23.74,"49,376"
000009,Connecticut Statewide,31-9099,"Healthcare Support Workers, All Other","1,130",17.45,"36,282",11.99,"24,953",20.17,"41,952",10.92,"22,720",13.03,"27,115",16.96,"35,273",21.75,"45,246",24.28,"50,497"
000009,Connecticut Statewide,33-0000,Protective Service Occupations,"36,350",24.70,"51,385",12.10,"25,177",31,"64,478",10.53,"21,914",13.73,"28,542",23.81,"49,539",33.61,"69,903",40.46,"84,159"
000009,Connecticut Statewide,33-1011,First-Line Supervisors of Correctional Officers,490,38.28,"79,621",31.80,"66,140",41.52,"86,372",31.18,"64,865",33.22,"69,108",38.14,"79,336",40.73,"84,720",47.92,"99,659"
000009,Connecticut Statewide,33-1012,First-Line Supervisors of Police and Detectives,"1,880",44.08,"91,695",36.34,"75,593",47.96,"99,740",33.71,"70,127",39.10,"81,324",43.88,"91,277",48.57,"101,015",56.76,"118,055"
000009,Connecticut Statewide,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,"1,200",38.43,"79,947",30.38,"63,193",42.46,"88,319",31.10,"64,692",33.77,"70,239",38.06,"79,152",44.78,"93,133",49.38,"102,698"
000009,Connecticut Statewide,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",830,23.41,"48,703",14.71,"30,602",27.77,"57,748",13.37,"27,808",16.30,"33,886",21.27,"44,246",29.29,"60,909",37.04,"77,041"
000009,Connecticut Statewide,33-2011,Firefighters,"3,180",29.12,"60,572",20.77,"43,216",33.29,"69,250",17.58,"36,558",25.43,"52,894",31.09,"64,662",35.42,"73,656",38.00,"79,040"
000009,Connecticut Statewide,33-2021,Fire Inspectors and Investigators,390,30.28,"62,979",15.89,"33,050",37.48,"77,949",9.63,"20,017",20.90,"43,492",31.37,"65,253",39.08,"81,283",47.82,"99,445"
000009,Connecticut Statewide,33-3012,Correctional Officers and Jailers,"3,800",25.83,"53,730",22.24,"46,255",27.62,"57,472",21.77,"45,276",22.52,"46,826",26.26,"54,627",28.67,"59,655",28.69,"59,665"
000009,Connecticut Statewide,33-3021,Detectives and Criminal Investigators,950,42.19,"87,738",32.96,"68,547",46.8,"97,344",31.38,"65,273",33.95,"70,607",38.37,"79,825",47.38,"98,547",65.76,"136,798"
000009,Connecticut Statewide,33-3031,Fish and Game Wardens,100,26.37,"54,852",21.67,"45,072",28.73,"59,736",20.50,"42,635",22.42,"46,643",27.04,"56,249",29.53,"61,439",29.54,"61,439"
000009,Connecticut Statewide,33-3041,Parking Enforcement Workers,130,22.27,"46,327",15.89,"33,039",25.46,"52,965",15.19,"31,591",17.15,"35,681",23.27,"48,407",27.48,"57,166",29.59,"61,551"
000009,Connecticut Statewide,33-3051,Police and Sheriff's Patrol Officers,"6,820",32.34,"67,252",24.35,"50,650",36.32,"75,552",22.31,"46,398",27.23,"56,636",33.10,"68,853",37.39,"77,786",42.14,"87,636"
000009,Connecticut Statewide,33-9011,Animal Control Workers,260,20.08,"41,768",11.31,"23,536",24.46,"50,875",9.49,"19,752",13.26,"27,563",19.72,"41,014",25.77,"53,597",31.68,"65,895"
000009,Connecticut Statewide,33-9021,Private Detectives and Investigators,270,28.61,"59,522",19.04,"39,607",33.41,"69,475",16.43,"34,171",22.93,"47,713",29.10,"60,532",34.53,"71,810",37.88,"78,785"
000009,Connecticut Statewide,33-9031,Gaming Surveillance Officers and Gaming Investigators,260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
000009,Connecticut Statewide,33-9032,Security Guards,"11,480",14.66,"30,511",10.58,"22,006",16.71,"34,763",9.98,"20,762",11.00,"22,883",13.24,"27,523",17.18,"35,742",21.55,"44,807"
000009,Connecticut Statewide,33-9091,Crossing Guards,"1,210",19.91,"41,401",10.03,"20,874",24.84,"51,670",9.45,"19,671",10.34,"21,506",13.36,"27,778",21.90,"45,562",45.57,"94,795"
000009,Connecticut Statewide,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","1,460",11.46,"23,841",9.80,"20,395",12.29,"25,555",9.42,"19,599",9.67,"20,119",10.85,"22,557",12.07,"25,106",14.46,"30,082"
000009,Connecticut Statewide,33-9093,Transportation Security Screeners,240,21.21,"44,124",18.88,"39,260",22.38,"46,561",19.35,"40,259",19.55,"40,667",20.36,"42,350",22.59,"46,969",24.26,"50,467"
000009,Connecticut Statewide,33-9099,"Protective Service Workers, All Other","1,350",19.18,"39,902",10.55,"21,955",23.5,"48,886",9.53,"19,824",11.42,"23,760",14.89,"30,969",26.02,"54,138",35.01,"72,819"
000009,Connecticut Statewide,35-0000,Food Preparation and Serving-Related Occupations,"135,380",12.32,"25,636",9.50,"19,762",13.74,"28,563",9.39,"19,538",9.50,"19,773",10.33,"21,476",13.33,"27,716",18.03,"37,496"
000009,Connecticut Statewide,35-1011,Chefs and Head Cooks,"2,040",23.22,"48,285",15.04,"31,286",27.3,"56,789",13.72,"28,522",16.90,"35,150",21.45,"44,603",25.94,"53,964",34.85,"72,503"
000009,Connecticut Statewide,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,"8,240",17.99,"37,414",10.92,"22,720",21.53,"44,766",10.04,"20,894",11.72,"24,372",16.19,"33,672",23.30,"48,458",29.11,"60,542"
000009,Connecticut Statewide,35-2011,"Cooks, Fast Food","7,000",10.50,"21,843",9.49,"19,742",11,"22,893",9.38,"19,528",9.47,"19,701",9.65,"20,079",11.27,"23,434",13.09,"27,227"
000009,Connecticut Statewide,35-2012,"Cooks, Institution and Cafeteria","3,600",16.73,"34,804",12.26,"25,493",18.98,"39,464",11.13,"23,128",13.28,"27,614",16.00,"33,274",19.08,"39,688",23.70,"49,294"
000009,Connecticut Statewide,35-2014,"Cooks, Restaurant","13,200",13.57,"28,226",10.40,"21,639",15.15,"31,520",9.70,"20,170",10.79,"22,444",12.75,"26,523",14.86,"30,898",18.58,"38,638"
000009,Connecticut Statewide,35-2015,"Cooks, Short Order","2,220",12.11,"25,188",10.02,"20,854",13.15,"27,349",9.49,"19,752",9.93,"20,650",11.32,"23,536",13.71,"28,502",16.86,"35,059"
