JobPostingID,Title,SalaryBasis,SalaryStart,SalaryEnd,OpeningDate,ClosingDate,VacancyTotal,Organization,JobDescription,JobType,Name,Address1,Address2,City,State,Zip,ContactPhone,ContactExtension,ContactFax,ContactEmail,ContactComments,PostingType,Specialty,WorkZip,OnetCode,SocTitle,Onet,JobDetailsURL,JobURL,Employer,latlng
5785,Families First Program Officer - Missouri School for the Deaf,Annual,"$48,096.00","$48,096.00",2017-01-17,2017-03-18,1,State of Missouri Department of Elementary and Secondary Education,"Job Opportunity Notice   Families First Program Officer   Annual Salary: $48,096  Full-time, benefited position  Missouri School for the Deaf  Office of Special Education    EXAMPLES OF WORK PERFORMED  Complies with all aspects of DESE's grant for early Intervention Services (0-8 years of age), including submitting reports on a timely basis, maintaining data on quantity and quality of services, and preparing budgets proposals for the program.  Provides or coordinates training for new and experienced Parent Advisors as needed using the SKI*HI curriculum.  Promotes the program in appropriate venues, such as System Points of Entry, First Steps Providers, DSE-sponsored conferences, Local Education Agency (LEA) programs, etc.  Recruits qualified Parent Advisors. May serve as Parent Advisor when needed.  Identifies families in need of services and assign appropriate Parent Advisors.  Provides support and supervision to active Parent Advisors via phone/email contact, on-site visits, etc., reviews reports and provides feedback as needed.  Provides direct services to families as needed.  Provides instruction and assistance to Parent Advisors, transitioning families and their children to ""school age"" or K-12 education programs.  Travels statewide to supervise Parent Advisors, work with families and agencies, attend workshops and conduct in-service trainings.  Performs related work as assigned.    APPLICATION PROCESS  All applications MUST be submitted electronically to be considered for the review process. Complete the employment application at https://desemo.applicantpro.com/jobs/.  Once on The Missouri Department of Elementary and Secondary Education's website, complete the ""Apply Now"" information to the right, then click ""Apply for this Position"". This will direct you to the online application. Attach a scanned copy of college transcripts (if applicable for the position) with the application.  An e-mail confirmation will be sent once the application is received electronically.    NOTE: If a college degree is a requirement for this position, transcripts MUST be submitted with the application in order to be considered for employment.  Failure to include transcripts (when required for the position) with your application will eliminate the application from the review process.    For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/513832-143297",Full-Time,Jessica Schwartz,,,,,,,,,jessica.schwartz@dese.mo.gov,"For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.    https://www.applicantpro.com/j/513832-143297",Other,,65251,25909999,"Education, Training, and Library Occupations","Education, Training, and Library Workers, All Other",,https://mocareers.mo.gov/Details?id=5785,STATE OF MISSOURI,
5983,Youth Specialist I-II,Annual,"$28,668.00","$31,608.00",2017-02-09,2017-02-27,1,Division of Youth Services,"Serves as a youth supervisor with responsibility for the safety, personal conduct, care, education and therapy of the youth during a shift, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.",Full-Time,Division of Youth Services,Attn: Jeanette Meo,525 SE 2nd St,Lee's Summit,MO,64063,8166220999,,8166220996,jeanette.e.meo@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.",Merit,,64063,21109999,Community and Social Services Occupations,"Community and Social Service Specialists, All Other",,https://mocareers.mo.gov/Details?id=5983,STATE OF MISSOURI,"(38.9116463, -94.36165160000002)"
5954,Workforce Development Specialist IV,Annual,"$42,780.00","$62,556.00",2017-02-06,2017-02-27,1,Workforce Development,"�	Assist in the planning and implementation of Case Management and Labor Exchange projects  �	Review, research, and troubleshoot Case Management and Labor Exchange issues; route to appropriate staff as needed.  Enter ticket information into Technical Support tracking system  �	Test the Case Management and Labor Exchange system changes prior to rollout  �	Conduct Case Management and Labor Exchange system training to staff across the state  �	Develop, implement, and evaluate training material and delivery  �	Evaluate the training needs of Job Center staff and customers  �	Provide Tier 2 technical support assistance to staff and customers  �	Adhere to Federal and state law, as well as policy and apply to related Labor Exchange assignments  �	Performs other related work as assigned",Full-Time,,,,,,,,,5735229814,Leah.Norment@ded.mo.gov,"APPLICATION PROCESS:   This position is a merit position.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After the closing date, the department will be provided the names of individuals determined eligible and we will contact individuals at that time.",Merit,,65101,43901100,Office and Administrative Support Occupations,Computer Operators,,https://mocareers.mo.gov/Details?id=5954,STATE OF MISSOURI,
5430,Senior Office Support Assistant,Annual,"$25,536.00","$34,308.00",2016-12-07,2017-02-27,1,Metropolitan St. Louis Psychiatric Center,"Serves as an office manager directing a variety of support functions or services; plans, assigns, directs, and coordinates the activities of a large office staff directly or through supervisors; and exercises delegated authority in the selection, training, assignment, and evaluation of employees.    Performs independent functions requiring the application of technical expertise or specialized program knowledge, organizes and implements program activities, and confers with management regarding program status and issues.    Provides complex administrative assistance for an agency official, represents the supervisor at staff or other meetings, recognizes manager�s and staff priorities, and schedules meetings and coordinates logistical arrangements for program, agency, or inter-agency efforts.    Oversees and ensures the accurate and timely preparation, review, posting, and processing of a variety of fiscal, payroll, personnel, purchasing, and/or related documents.    Recommends changes in operational policies and procedures for approval by the supervisor, prepares and communicates instructions and directives regarding changes and clarification of policy, and ensures policies and procedures are properly implemented in the unit or section supervised.    Tracks and monitors assigned operating unit budgets and spending plans; researches and/or collects, assembles, and summarizes financial and statistical information.    Composes or drafts correspondence involving the interpretation of agency rules, regulations, and program responsibility.    Responds to inquiries from state officials, customers, vendors, and the public regarding agency matters; investigates and recommends corrective action to resolve customer complaints.    Researches assigned issues, compiles pertinent program or fiscal information, and prepares complex ad hoc reports, spreadsheets, and/or databases.    Exercises independence in decision making based upon knowledge of agency operations, policies, and procedures; receives general supervision from an administrative supervisor who makes assignments based on desired objectives and reviews work for achievement of results.    Performs other related work as assigned.",Full-Time,Donyell Bryant,5351 Delmar,,Saint Louis,MO,63112,3148770634,,3148770639,donyell.bryant@dmh.mo.gov,,Merit,,63112,43101100,Office and Administrative Support Occupations,First-Line Supervisors/Managers of Office and Administrative Support Workers,,https://mocareers.mo.gov/Details?id=5430,STATE OF MISSOURI,"(38.65788, -90.2854839)"
5166,Security Aide I (Psychiatric),Annual,"$29,796.00","$41,268.00",2016-11-02,2017-02-28,20,Fulton State Hospital,Working title of Forensic Rehabilitation Specialist to provide services as part of a team to mentally ill forensic clients in our intermediate and maximum security areas.,Full-Time,Justin Colvin,600 East Fifth Street,,Fulton,MO,65251,5735923461,,5735923032,Justin.Colvin@dmh.mo.gov,"Facility application available at link posted, at facility HR office, or by contacting Justin Colvin by email or phone.  Send resume and/or application to Justin Colvin by email, fax, or regular mail.",Merit,,65251,31101200,Healthcare Support Occupations,"Nursing Aides, Orderlies, and Attendants",,https://mocareers.mo.gov/Details?id=5166,STATE OF MISSOURI,"(38.8461702, -91.949021)"
5951,Courier/Loader,Hourly,$10.00,$13.00,2017-02-03,2017-02-28,1,,"The Missouri State Public Defender System is hiring a Courier to work on an hourly, intermittent basis. The position is based out of Columbia, MO. Individual will drive cargo van (or rental truck) to offices throughout the state, load file boxes, and transport them to the state archive center in Jefferson City.  Other cargo related travel may be needed intermittently.    Flexibility in the scheduling of trips is possible but must be done Monday-Friday. Requires availability in blocks of time from 2-10 hours. No overnight travel required. Anticipate 2-4 courier trips per month.       Qualifications: Must have good driving record; Must have Class E drivers license prior to start date; requires ability to lift 50 lb. boxes    Pay is $10-$13 per hour.    To apply, email resume to human.resources@mspd.mo.gov. Position will remain open until filled.",PRN,Amy Johnson,1000 W Nifong Bldg 7 Ste. 100,,Columbia,MO,65203,5737779977,202,5737779976,human.resources@mspd.mo.gov,"To apply, email resume to human.resources@mspd.mo.gov. Position will remain open until filled.",Other,,65203,43502100,Office and Administrative Support Occupations,Couriers and Messengers,,https://mocareers.mo.gov/Details?id=5951,STATE OF MISSOURI,"(38.9538484, -92.3714428)"
5985,Probationary Communications Operator (STATEWIDE),Semi-Monthly,"$1,533.50","$1,533.50",2017-02-09,2017-02-28,5,MISSOURI STATE HIGHWAY PATROL - Communication Division,"The employee performs full functioning communications work by handling radio traffic both to and from Patrol units and other law enforcement agencies; answering incoming emergency and nonemergency telephone calls from the public and other law enforcement entities; works both broadcast and desk operations entering, retrieving and disseminating information in the Missouri State Highway Patrol computer system (MULES) and associated computer systems (NCIC, NLETS, DOR, ALERT, REJIS).  Employee may be involved with performing the operation, maintenance, and construction of the key components utilized throughout the Patrol�s radio network.  The work is performed under close supervision of a Communications Training Officer and/or designated supervisor.  The employee is required to perform shift work (e.g., evenings, midnights, weekends, and holidays).",Full-Time,Kari Hayes,1510 East Elm Street,,Jefferson City,MO,65101,5735266335,,5737519924,madison.crisp@mshp.dps.mo.gov,"TESTING AND INTERVIEW PROCESS:  Scheduling for written examinations will be determined in the order that applications are received and by first available date.  Testing will be conducted at Troop Headquarters, on the following dates:     Saturday, March 18, 2017    Sunday, March 19, 2017    Additional testing dates will be available only if the number of processed applications exceeds the capacity allotted on the first two scheduled dates.    The testing consists of two examinations:  EEP Assessment Package (position compatibility, multi-tasking, and mental ability) and CritiCall (skills and abilities related to dispatching). The time frame of the testing, may take up to four hours.     Interview boards are tentatively scheduled for the week of April 17, 2017, and will be conducted at the Troop Headquarters. The tentative start date for these positions is July 3, 2017, but may be later due to unforeseen circumstances.",Other,,65101,33909999,Protective Service Occupations,"Protective Service Workers, All Other",http://www.mshp.dps.missouri.gov/MSHPWeb/Root/index.html,https://mocareers.mo.gov/Details?id=5985,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5971,Security Officer I,Annual,"$25,536.00","$34,308.00",2017-02-08,2017-02-28,1,Center for Behavioral Medicine,SEE ONLINE DESCRIPTION,Full-Time,,,,,,,,,,vickie.lee@dmh.mo.gov,,Merit,,64108,33903200,Protective Service Occupations,Security Guards,,https://mocareers.mo.gov/Details?id=5971,STATE OF MISSOURI,
5994,Workforce Development Specialist I,Annual,"$31,608.00","$32,688.00",2017-02-10,2017-02-28,1,Workforce Development,"�	Proactively coordinate with partners to provide comprehensive services to job seekers and employers.  �	Provide programmatically specific services such as:  Trade Act, RESEA, METP, and other re-employment programs as needed.  �	Accept and records job orders from employers.  �	Pre-screen applicants meeting the employer order specifications and make appropriate referrals to employers.  �	May facilitate workshops for job seekers.  �	Assist job seekers in automated job searches.  �	Classify all job orders and applicants qualifications using skill codes.  �	Contact employers, identifies their labor needs and problems, and develops a plan of service.  �	Inform employers and community organizations of workforce development; attends and conducts Job Fairs.  �	Develop job opportunities with employers for qualified job seekers.  �	Provide basic vocational and career counseling to applicants with issues such as; job choice, job change, or job adjustment problems, resume writing and interviewing techniques.  �	Assist applicants in evaluating their vocational needs and formulates a vocational plan to achieve desired outcomes.    �	Perform other related work as assigned.",Full-Time,,,,,MO,,,,5735229814,jamie.angel@ded.mo.gov,"APPLICATION PROCESS:  This position is a merit position.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After the closing date, the department will be provided the names of individuals determined eligible in the counties we are filling.  We will contact individuals at that time.  Email Contact:  Jamie.Angel@ded.mo.gov",Merit,,63901,13107500,Business and Financial Operations Occupations,Labor Relations Specialists,,https://mocareers.mo.gov/Details?id=5994,STATE OF MISSOURI,"(36.7378524, -90.4879916)"
6001,Youth Specialist I-II,Annual,"$28,668.00","$31,608.00",2017-02-10,2017-02-28,1,Division of Youth Services,"Serves as a youth supervisor with responsibility for the safety, personal conduct, care, education and therapy of the youth during a shift, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.",Full-Time,Gentry Treatment Center,Attn: Dawn Hayes,2001 DYS Drive,Cabool,MO,65689,4179624344,,4179624582,dawn.hayes@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.",Merit,,65689,21109999,Community and Social Services Occupations,"Community and Social Service Specialists, All Other",,https://mocareers.mo.gov/Details?id=6001,STATE OF MISSOURI,"(37.17187150000001, -92.08613299999999)"
6003,Youth Specialist I-II,Annual,"$28,668.00","$31,608.00",2017-02-10,2017-02-28,1,Division of Youth Services,"Serves as a youth supervisor with responsibility for the safety, personal conduct, care, education and therapy of the youth during a shift, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.",Full-Time,Delmina Woods,Attn: Carey Hull,8872 State HWY H,Forsyth,MO,65653,4176343196,,4176344067,carey.hull@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.",Merit,,65653,21109999,Community and Social Services Occupations,"Community and Social Service Specialists, All Other",,https://mocareers.mo.gov/Details?id=6003,STATE OF MISSOURI,"(36.7307517, -93.1077277)"
6006,Youth Group Leader,Annual,"$33,276.00","$34,416.00",2017-02-10,2017-02-28,1,Division of Youth Services,"This position assumes responsibility, together with staff, for the safety, personal conduct, care, and therapy of the youth in a group, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.",Full-Time,Division of Youth Services,Attn: Aliecia Wilson Topps,13300 Bellefontaine Rd,St. Louis,MO,63138,3143558088,,3147418912,Aliecia.M.WilsonTopps@dss.mo.gov,"You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.",Merit,,63138,21102999,Community and Social Services Occupations,"Social Workers, All Other",,https://mocareers.mo.gov/Details?id=6006,STATE OF MISSOURI,"(38.7994436, -90.20571079999999)"
5911,Computer Support Technician,Annual,"$32,148.00","$33,276.00",2017-02-01,2017-03-01,1,Office of State Courts Administrator,"The Office of State Courts Administrator has a position available to provide information technology support to state courts in the Northwest area of MO. This position will be located in Platte City, MO and requires extensive travel during the workweek. Starting salary range is: Computer Support Technician - $32,148; Sr. Computer Support Technician - $33,276, depending on qualifications. Position is open until filled. EOE",Full-Time,,,,,,,,,5735228260,oscahr@courts.mo.gov,"Starting salary range is: Computer Support Technician - $32,148; Sr. Computer Support Technician - $33,276, depending on qualifications. For more information about this position and for application instructions, please visit: http://www.courts.mo.gov/page.jsp?id=3191 or send an e-mail request to oscahr@courts.mo.gov. Position is open until filled. EOE",Other,,64079,15115100,Computer and Mathematical Occupations,Computer User Support Specialists,http://www.courts.mo.gov/page.jsp?id=3191,https://mocareers.mo.gov/Details?id=5911,STATE OF MISSOURI,
5912,Accountant I-II-III,Annual,"$41,184.00","$44,352.00",2017-02-01,2017-03-01,1,Office of State Courts Administrator,"The Office of State Courts Administrator has an Accountant position available in the Court Assistance Review Unit. This position provides accounting assistance to Missouri courts by conducting reviews of accounting procedures and internal controls; evaluating compliance with state laws and court rules; writing suggestions to improve procedures;  assisting courts with making changes to financial policies and procedures; answering technical and procedural accounting questions; and training court clerks. Duties may also include developing software enhancements; testing and troubleshooting software; writing procedures and updating manuals. Requires independent judgment, initiative and the desire to work in a fast paced changing environment. Significant overnight travel is required.",Full-Time,,,,,,,,,5735228260,oscahr@courts.mo.gov,"Starting salary is: Accountant I - $41,184; Accountant II - $42,780; Accountant III - $44,352, depending on qualifications. Application form, copy of college transcript and copy of CPA license, if applicable, are required. Download application at http://www.courts.mo.gov/page.jsp?id=3191 or request by sending e-mail to oscahr@courts.mo.gov. Submit application materials to Human Resources Office, P.O. Box 104480, Jefferson City, MO  65110. Position is open until filled. EOE",Other,,65109,13201101,Business and Financial Operations Occupations,Accountants,http://www.courts.mo.gov/page.jsp?id=3191,https://mocareers.mo.gov/Details?id=5912,STATE OF MISSOURI,
5914,Designated Principal Assistant-Videographer/Content Creator,Annual,"$30,576.00","$42,780.00",2017-02-01,2017-03-01,1,Division of Tourism,"ESSENTIAL FUNCTIONS AND RESPONSIBILITIES:  	Visual storyteller � ability to creatively ideate and execute the visual component to editorial stories.   	Produce high-quality creative assets including video, animation, photography, and graphics for social media and promotional purposes.  	Collaborate with social media content creators and assist in social media strategy and development.  	Identify and incorporate up-to-date industry-related trends and new design elements into existing and new media and assets.  	Occasionally develop graphic artwork, layouts and designs utilizing a variety of media, equipment and graphic hardware and software.  	Exercise significant independence and initiative in the performance of responsibilities with a great attention to detail and deadlines.  	Perform other related work as assigned.   	Will require some travel and the ability to work an occasional weekend to cover events.",Full-Time,Jennifer LaGore,,,,,,5735229596,,,jennifer.lagore@ded.mo.gov,"Interested applicants must submit a cover letter, up-to-date resume and transcripts, along with work samples (or link to work samples).  You may email your employment information to Jennifer LaGore at Jennifer.lagore@ded.mo.gov",Other,,65101,27309999,"Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers, All Other",,https://mocareers.mo.gov/Details?id=5914,STATE OF MISSOURI,
5488,.NET Developer - Summer Internship,Hourly,$10.20,$10.20,2016-12-09,2017-03-01,1,ITSD,"Assist application developers in supporting and maintaining existing portfolio applications, updating documentation for existing portfolio applications, and creating and validating forms and reports for new and existing development projects.    Triage, analyze, and code for maintenance and support for the following DPS projects:    Crime Victims Compensation/Sexual Assault Forensic Examination (CVC/SAFE) SEMA, Web Emergency Operations Center (WebEOC)    Work hours are Monday through Friday, 8:00a.m. � 5:00p.m. Approx 30 hours per week, mid May through mid August, (flexible).",Temporary,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"Please submit letter of interest, resume, and copy of most current transcripts to the contact.    Include job posting number when applying for this position.    Applicants must be eligible to work in the United States.",Other,,65101,15113200,Computer and Mathematical Occupations,"Software Developers, Applications",http://it-careers.mo.gov/job-opportunity/3608-17/net-developer-summer-internship,https://mocareers.mo.gov/Details?id=5488,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5525,Cyber Security Operations Center - Summer Internship,Hourly,$10.20,$10.20,2016-12-14,2017-03-01,1,ITSD,"This internship position with OA/ITSD will assist Cyber Security staff with systems administration, implementation, integration, etc.    Work hours are Monday through Friday, 8:00a.m. � 5:00p.m. Approx 28 hours per week, mid May through mid August, (flexible).",Temporary,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"Please submit letter of interest, resume, and copy of most current transcripts to the contact.    Include job posting number when applying for this position.    Applicants must be eligible to work in the United States.",Other,,65101,15112100,Computer and Mathematical Occupations,Computer Systems Analysts,http://it-careers.mo.gov/job-opportunity/3611-17/cyber-security-operations-center-summer-internship,https://mocareers.mo.gov/Details?id=5525,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5566,Application Development - Summer Internship,Hourly,$10.20,$10.20,2016-12-19,2017-03-01,1,ITSD,"Assist application developers in bug fixes and enhancements to existing and new .NET applications that are written in C# and VB.NET    Work hours are Monday through Friday, 8:00a.m. � 5:00p.m. Approx 24 hours per week, mid May through mid August, (flexible).",Temporary,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"Please submit letter of interest, resume, and copy of most current transcripts to the contact.    Include job posting number when applying for this position.    Applicants must be eligible to work in the United States.",Other,,65101,15113200,Computer and Mathematical Occupations,"Software Developers, Applications",http://it-careers.mo.gov/job-opportunity/3624-17/application-development-summer-internship,https://mocareers.mo.gov/Details?id=5566,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5386,Security Operations Center - Summer Internship,Hourly,$10.20,$10.20,2016-11-29,2017-03-01,1,ITSD,"This internship position with OA/ITSD will assist staff in various duties associated with a Cyber Security Analyst, such as incident investigations, malware analysis, content filtering requests and other duties as assigned.    Work hours are Monday through Friday, 8:00a.m. � 5:00p.m. Approx 28 hours per week, mid May through mid August, (flexible).",Temporary,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"Applicant must be a current student and have successful completion of one year of college coursework with a minimum of 15 credits in Computer Science/Computer Information Systems.    Please submit letter of interest, resume, and copy of most current transcripts to the contact.    Include job posting number when applying for this position.    Applicants must be eligible to work in the United States.",Other,,65101,15112200,Computer and Mathematical Occupations,Information Security Analysts,http://it-careers.mo.gov/job-opportunity/3586-17/security-operations-center-summer-internship,https://mocareers.mo.gov/Details?id=5386,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5639,Business Analyst - Summer Internship (2 positions),Hourly,$10.20,$10.20,2016-12-27,2017-03-01,1,ITSD,"Assist business analysts and project managers in supporting and maintaining existing portfolio applications, creating and updating documentation for existing portfolio applications, creating and validating reports for new and existing development projects.  Perform Quality Assurance Tests (QAT).  Attending meetings and taking notes.    Work hours are Monday through Friday, 8:00a.m. � 5:00p.m. Approx 28 hours per week, mid March through mid August, (flexible) or as soon as possible after March.",Temporary,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"Please submit letter of interest, resume, and copy of most current transcripts to the contact.    Include job posting number when applying for this position.    Applicants must be eligible to work in the United States.",Other,,65101,15115200,Computer and Mathematical Occupations,Computer Network Support Specialists,http://it-careers.mo.gov/job-opportunity/3636-17/business-analyst-summer-internship,https://mocareers.mo.gov/Details?id=5639,STATE OF MISSOURI,"(38.528107, -92.1646722)"
627,Corrections Officer I,Annual,"$28,260.00","$39,084.00",2016-03-03,2017-03-02,99,Division of Adult Institutions,"Maintains security in buildings, towers, and other posts of an adult correctional facility; intervenes during emergencies or altercations and gains physical control of offenders.    Supervises movement of offenders inside and outside the correctional facility, conducts periodic counts of offenders, and searches offenders and their living quarters for contraband.    Escorts and/or transports offenders to predetermined locations.    Supervises offenders in housing units and during the performance of work activities and recreational and religious activities; conducts inspections for health and safety hazards.    Prepares and submits reports on offender violations of divisional or correctional facility rules, unusual offender behaviors, observed mechanical deficiencies, and security breaches or failures.    Discusses minor adjustment problems with offenders; refers serious problems to proper correctional facility staff and promotes rehabilitation by attempting to modify offender�s social attitudes, discouraging undesirable behaviors, and encouraging worthwhile activities.    Supervises visits with offenders; searches visitors, offenders, buildings, and grounds for contraband.    Performs work in accordance with established rules, regulations, post orders, and specific instructions; receives general administrative direction.    Performs other related work as assigned.",Full-Time,Corrections Officer I Hiring Unit,,,,MO,,5735266475,,,DocCentral@doc.mo.gov,Please visit https://web.mo.gov/doc/COIOnlineWeb/index.jsp to submit your application online.,Merit,,65109,33301200,Protective Service Occupations,Correctional Officers and Jailers,https://web.mo.gov/doc/COIOnlineWeb/index.jsp,https://mocareers.mo.gov/Details?id=627,STATE OF MISSOURI,"(38.5686223, -92.2433487)"
5989,Workforce Development Specialist I,Annual,"$31,608.00","$32,688.00",2017-02-09,2017-03-02,1,Workforce Development,"ESSENTIAL FUNCTIONS AND RESPONSIBILITIES:  �	Provide case management and intensive services to veterans who have significant barriers to employment.  �	Conduct regional outreach activities to locate veterans through contacts with local veterans� organizations, the Department of Veterans Affairs, and other State Agencies such as Missouri Veteran's Commission, Vocational Rehabilitation and other institutions that serve veterans. (On site visits required throughout the area of responsibility)  �	Consult and coordinate with other appropriate representatives of Federal, State, and local programs for the purpose of developing maximum linkages to promote employment opportunities and assistance for veterans with significant barriers to employment.  �	Develop outreach programs in cooperation with appropriate Department of Veterans Affairs personnel engaged in providing counseling or rehabilitation services, with educational institutions, and with employers in order to maximum assistance to disabled veterans who have completed or are participating in a vocational rehabilitation program. (On site visits required throughout the area of responsibility)  �	Provide vocational guidance or vocational counseling services, or both, to veterans with respect to selection of and changes in vocations and vocational adjustment.  �	Assure veterans are aware of other programs for veterans' such as those that are available through Missouri's Department of Education.  �	Work with partners to maximize opportunities for veterans and assure veterans are given priority access to Department of Labor programs.  �	Work closely with other staff as part of case management team.  �	Provide veteran related resources to career center staff.  �	Document all services and activities in Toolbox as required by program guidelines.  �	Perform other related work as assigned.",Full-Time,,,,,MO,,,,5735229814,Jennifer.lagore@ded.mo.gov,"APPLICATION PROCESS:	  This position is a merit position.  Interested applicants must apply through the Electronic Application System (EASe) available at http://www.ease.mo.gov/ and be determined eligible.  You will receive an electronic notification from the EASe system to the email address you provided (if determined eligible).  After the closing date, the department will be provided the names of individuals determined eligible in the counties we are filling.  We will contact individuals at that time.  Email Contact:  Jennifer.Lagore@ded.mo.gov",Merit,Disabled Veterens Outreach Pro,63074,13107500,Business and Financial Operations Occupations,Labor Relations Specialists,,https://mocareers.mo.gov/Details?id=5989,STATE OF MISSOURI,"(38.7257164, -90.38425269999999)"
5938,Fiscal & Administrative Manager,Annual,"$50,000.00","$55,000.00",2017-02-02,2017-03-03,1,,"ESSENTIAL FUNCTIONS AND RESPONSIBILITIES:    Directs or assists in the overall planning, development, and administration of the assigned fiscal or related administrative support programs or services; assists in the direction of the development and implementation of departmental planning issues.    Oversees and ensures the accurate and timely preparation and processing of a variety of payroll and personnel transactions and related documents.    Coordinates and supervises timekeeping activities; reviews leave balances for accuracy; reviews compensatory time for compliance with Fair Labor Standards Act (FLSA); monitors Family and Medical Leave Act (FMLA) and shared leave usage; and coordinate compensatory time and annual leave payouts.    Processes all position and employee maintenance transactions (establishment, changes and terminations) in the statewide system and internal systems and ensures compliance with policies, procedures, as well as monitors and manages labor distribution profiles and assignment.    Assist with new hire orientation with staff and disseminates information regarding employee benefits; informs employees of policies and procedures; responds to a variety of personnel and payroll questions.    Oversees and/or assists in the performance of fiscal functions including, but not limited to, Purchasing, Accounts Payable/Expense Processing, Fixed Assets, Job Costing/Billing, Accounts Receivable, Cash Receipts, Revenue and Expenditure Projecting, Appropriation/Allotment revision transactions.    Reviews reliability and integrity of financial data and prepares reports for management.    Recommends policies for improving fiscal or related administrative services, identifies opportunities for improving operations, and suggests solutions to identified problems.    Serves as agency Purchasing Card Program Coordinator.    Selects, trains, directs, and evaluates staff in assigned fiscal and/or related program areas.    Exercises considerable initiative and judgment in planning and carrying out assignments.    Performs other related work as assigned.",Full-Time,Sherrie Brown,,,,MO,,5737514213,,,sherrie.brown@auditor.mo.gov,"In order to be considered for this position, please submit employment application, cover letter, resume, copy of transcripts and contact information for three educational or professional references to:    Office of the Missouri State Auditor  ATTN:  Human Resources  P.O. Box 869  Jefferson City, MO 65102  Fax:  (573) 751-7984  Email:  sherrie.brown@auditor.mo.gov    Employment Application can be located on our website at: auditor.mo.gov",Other,,65101,11303100,Management Occupations,Financial Managers,,https://mocareers.mo.gov/Details?id=5938,STATE OF MISSOURI,"(38.528107, -92.1646722)"
5976,Geographic Information Systems Specialist,Semi-Monthly,"$2,035.50","$2,958.50",2017-02-08,2017-03-09,1,ITSD,"�Design, develop and test interactive web mapping applications using the ESRI JavaScript API and ESRI ArcGIS Server.  �Oversee the administration and implementation of a multi-agency ArcGIS Online for Organizations.   �Work with agencies to integrate GIS into their business workflows.  Make recommendations and develop best practices documents as it relates to this integration.  �Develop and maintain underlying geo databases in support of online mapping.",Full-Time,Amanda Toebben,301 W. High St. Suite 430,,Jefferson City,MO,65101,,,,amanda.toebben@oa.mo.gov,"NOTE: YOU MUST INCLUDE A COPY OF YOUR MOST CURRENT TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number when applying for this position.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.",Merit,,65101,15119905,Computer and Mathematical Occupations,Geographic Information Systems Technicians,https://it-careers.mo.gov/job-opportunity/3791-17/geographic-information-systems-specialist,https://mocareers.mo.gov/Details?id=5976,STATE OF MISSOURI,"(38.528107, -92.1646722)"
